family_id,condition,exact_overlap,max_similarity
H042,false_role_relational,False,0.5333333333333333
H043,true_plain_direct,False,0.49382716049382713
H043,true_formal_control,False,0.47058823529411764
H043,true_role_relational,False,0.5434782608695652
H043,false_plain_direct,False,0.5121951219512195
H043,false_formal_control,False,0.4883720930232558
H043,false_role_relational,False,0.5416666666666666
H044,true_plain_direct,False,0.4807692307692308
H044,true_formal_control,False,0.4672897196261682
H044,true_role_relational,False,0.48175182481751827
H044,false_plain_direct,False,0.4909090909090909
H044,false_formal_control,False,0.47619047619047616
H044,false_role_relational,False,0.5190839694656488
H045,true_plain_direct,False,0.4778761061946903
H045,true_formal_control,False,0.46153846153846156
H045,true_role_relational,False,0.4755244755244755
H045,false_plain_direct,False,0.46956521739130436
H045,false_formal_control,False,0.453781512605042
H045,false_role_relational,False,0.4647887323943662
H046,true_plain_direct,False,0.5154639175257731
H046,true_formal_control,False,0.4897959183673469
H046,true_role_relational,False,0.5306122448979592
H046,false_plain_direct,False,0.5319148936170213
H046,false_formal_control,False,0.4888888888888889
H046,false_role_relational,False,0.5230769230769231
H047,true_plain_direct,False,0.5178571428571429
H047,true_formal_control,False,0.5
H047,true_role_relational,False,0.5
H047,false_plain_direct,False,0.5272727272727272
H047,false_formal_control,False,0.5087719298245614
H047,false_role_relational,False,0.5064935064935064
H048,true_plain_direct,False,0.5116279069767442
H048,true_formal_control,False,0.4888888888888889
H048,true_role_relational,False,0.5196850393700787
H048,false_plain_direct,False,0.4878048780487805
H048,false_formal_control,False,0.46153846153846156
H048,false_role_relational,False,0.5046728971962616
H049,true_plain_direct,False,0.4827586206896552
H049,true_formal_control,False,0.48333333333333334
H049,true_role_relational,False,0.4936708860759494
H049,false_plain_direct,False,0.48484848484848486
H049,false_formal_control,False,0.4642857142857143
H049,false_role_relational,False,0.52
H050,true_plain_direct,False,0.4878048780487805
H050,true_formal_control,False,0.46511627906976744
H050,true_role_relational,False,0.5625
H050,false_plain_direct,False,0.5205479452054794
H050,false_formal_control,False,0.4827586206896552
H050,false_role_relational,False,0.5591397849462365
H051,true_plain_direct,False,0.5470085470085471
H051,true_formal_control,False,0.496
H051,true_role_relational,False,0.48854961832061067
H051,false_plain_direct,False,0.5517241379310345
H051,false_formal_control,False,0.47244094488188976
H051,false_role_relational,False,0.5081967213114754
H052,true_plain_direct,False,0.45454545454545453
H052,true_formal_control,False,0.40707964601769914
H052,true_role_relational,False,0.46296296296296297
H052,false_plain_direct,False,0.42592592592592593
H052,false_formal_control,False,0.411214953271028
H052,false_role_relational,False,0.4423076923076923
H053,true_plain_direct,False,0.44642857142857145
H053,true_formal_control,False,0.41739130434782606
H053,true_role_relational,False,0.423728813559322
H053,false_plain_direct,False,0.44274809160305345
H053,false_formal_control,False,0.43283582089552236
H053,false_role_relational,False,0.4642857142857143
H054,true_plain_direct,False,0.42592592592592593
H054,true_formal_control,False,0.40425531914893614
H054,true_role_relational,False,0.49504950495049505
H054,false_plain_direct,False,0.4166666666666667
H054,false_formal_control,False,0.40404040404040403
H054,false_role_relational,False,0.49019607843137253
H055,true_plain_direct,False,0.5454545454545454
H055,true_formal_control,False,0.5
H055,true_role_relational,False,0.47761194029850745
H055,false_plain_direct,False,0.5945945945945946
H055,false_formal_control,False,0.543859649122807
H055,false_role_relational,False,0.5161290322580645
H056,true_plain_direct,False,0.6548672566371682
H056,true_formal_control,False,0.603448275862069
H056,true_role_relational,False,0.5714285714285714
H056,false_plain_direct,False,0.7627118644067796
H056,false_formal_control,False,0.7107438016528925
H056,false_role_relational,False,0.6717557251908397
H057,true_plain_direct,False,0.5576923076923077
H057,true_formal_control,False,0.5
H057,true_role_relational,False,0.45871559633027525
H057,false_plain_direct,False,0.543859649122807
H057,false_formal_control,False,0.4915254237288136
H057,false_role_relational,False,0.44755244755244755
H058,true_plain_direct,False,0.6666666666666666
H058,true_formal_control,False,0.6140350877192983
H058,true_role_relational,False,0.5806451612903226
H058,false_plain_direct,False,0.6551724137931034
H058,false_formal_control,False,0.6050420168067226
H058,false_role_relational,False,0.5736434108527132
H059,true_plain_direct,False,0.4520547945205479
H059,true_formal_control,False,0.44594594594594594
H059,true_role_relational,False,0.4276729559748428
H059,false_plain_direct,False,0.4217687074829932
H059,false_formal_control,False,0.4161073825503356
H059,false_role_relational,False,0.4
H060,true_plain_direct,False,0.5925925925925926
H060,true_formal_control,False,0.5217391304347826
H060,true_role_relational,False,0.527027027027027
H060,false_plain_direct,False,0.562962962962963
H060,false_formal_control,False,0.5185185185185185
H060,false_role_relational,False,0.496551724137931
